Electoral wards and divisions Code,Electoral wards and divisions,Ethnic group (20 categories) Code,Ethnic group (20 categories),National Statistics Socio-economic Classification (NS-SeC) (12 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (12 categories),Observation
E05013526,Lady Margaret,-8,Does not apply,-8,Does not apply,0
E05013526,Lady Margaret,-8,Does not apply,1,L1 and L2: Large employers and higher managerial and administrative occupations,0
E05013526,Lady Margaret,-8,Does not apply,2,L3: Higher professional occupations,0
E05013526,Lady Margaret,-8,Does not apply,3,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E05013526,Lady Margaret,-8,Does not apply,4,L7: Intermediate occupations,0
E05013526,Lady Margaret,-8,Does not apply,5,L8 and L9: Small employers and own account workers,0
E05013526,Lady Margaret,-8,Does not apply,6,L10 and L11: Lower supervisory and technical occupations,0
E05013526,Lady Margaret,-8,Does not apply,7,L12: Semi-routine occupations,0
E05013526,Lady Margaret,-8,Does not apply,8,L13: Routine occupations,0
E05013526,Lady Margaret,-8,Does not apply,9,L14.1: Never worked,0
E05013526,Lady Margaret,-8,Does not apply,10,L14.2: Long-term unemployed,0
E05013526,Lady Margaret,-8,Does not apply,11,L15: Full-time students,0
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",-8,Does not apply,80
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,L1 and L2: Large employers and higher managerial and administrative occupations,6
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,L3: Higher professional occupations,3
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,"L4, L5 and L6: Lower managerial, administrative and professional occupations",10
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,L7: Intermediate occupations,7
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,L8 and L9: Small employers and own account workers,11
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,L10 and L11: Lower supervisory and technical occupations,7
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,L12: Semi-routine occupations,23
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8,L13: Routine occupations,14
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9,L14.1: Never worked,36
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10,L14.2: Long-term unemployed,2
E05013526,Lady Margaret,1,"Asian, Asian British or Asian Welsh: Bangladeshi",11,L15: Full-time students,21
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",-8,Does not apply,1
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",1,L1 and L2: Large employers and higher managerial and administrative occupations,1
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",2,L3: Higher professional occupations,4
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",3,"L4, L5 and L6: Lower managerial, administrative and professional occupations",10
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",4,L7: Intermediate occupations,3
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",5,L8 and L9: Small employers and own account workers,4
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",6,L10 and L11: Lower supervisory and technical occupations,6
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",7,L12: Semi-routine occupations,1
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",8,L13: Routine occupations,4
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",9,L14.1: Never worked,0
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",10,L14.2: Long-term unemployed,0
E05013526,Lady Margaret,2,"Asian, Asian British or Asian Welsh: Chinese",11,L15: Full-time students,1
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",-8,Does not apply,845
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",1,L1 and L2: Large employers and higher managerial and administrative occupations,112
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",2,L3: Higher professional occupations,327
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",3,"L4, L5 and L6: Lower managerial, administrative and professional occupations",659
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",4,L7: Intermediate occupations,493
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",5,L8 and L9: Small employers and own account workers,466
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",6,L10 and L11: Lower supervisory and technical occupations,276
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",7,L12: Semi-routine occupations,584
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",8,L13: Routine occupations,894
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",9,L14.1: Never worked,623
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",10,L14.2: Long-term unemployed,86
E05013526,Lady Margaret,3,"Asian, Asian British or Asian Welsh: Indian",11,L15: Full-time students,361
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",-8,Does not apply,465
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",1,L1 and L2: Large employers and higher managerial and administrative occupations,21
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",2,L3: Higher professional occupations,63
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",3,"L4, L5 and L6: Lower managerial, administrative and professional occupations",163
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",4,L7: Intermediate occupations,123
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",5,L8 and L9: Small employers and own account workers,143
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",6,L10 and L11: Lower supervisory and technical occupations,39
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",7,L12: Semi-routine occupations,149
E05013526,Lady Margaret,4,"Asian, Asian British or Asian Welsh: Pakistani",8,L13: Routine occupations,107
